SiteID,Latitude,Longitude,Elevation,d18O,nyrs
isomap_6347100,9.5830555559999997,41.866666670000001,1231.0,-1.0313879242795763,1.0
isomap_6347101,9.4000000000000004,42.016666669999999,2023.0,-0.543704119068807,1.0
isomap_6365801,1.6855560000000001,33.616388999999998,1038.0,-1.7129009153119439,3.0
isomap_6368200,0.45305555600000003,33.195,1181.0,-1.3015066173948973,3.0
isomap_6370500,0.050000000000000003,32.450000000000003,1155.0,-2.4758785746536809,14.0
isomap_6370503,-0.33166666700000003,31.761111110000002,1306.0,-2.053108123597351,2.0
isomap_6371401,-0.37,35.350000000000001,2130.0,-1.8158167683016839,1.0
isomap_6372602,-0.84111111100000002,29.94194444,1595.0,-1.9558572971804637,2.0
isomap_6386200,-6.0333333329999999,35.659444440000001,1120.0,-2.9270269675340588,1.0
isomap_6389400,-6.8799999999999999,39.200000000000003,55.0,-2.638424375564917,8.0
isomap_6422000,-4.3700000000000001,15.25,438.0,-4.2968676121149869,5.0
isomap_6465001,4.3770833329999999,18.56247222,363.0,-1.9497441016947596,5.0
isomap_6465002,4.3656944439999998,18.587250000000001,386.0,-2.2452341824608322,5.0
isomap_6470000,12.130000000000001,15.029999999999999,294.0,-3.9030225159652634,12.0
isomap_6475300,18.0,19.170000000000002,234.0,-1.8999999999999997,3.0
isomap_6491001,4.0366666670000004,9.7341666670000002,18.0,-3.2012432045286743,7.0
isomap_6504600,12.050000000000001,8.5299999999999994,476.0,-4.2442663747348925,7.0
isomap_6534403,6.4171694439999998,2.3292555560000001,14.0,-3.2261870461129676,5.0
isomap_6550300,12.37861111,-1.5031111109999999,298.0,-4.0183167166368614,1.0
isomap_6550301,12.34,-0.56999999999999995,280.0,-4.9140896704918982,2.0
isomap_6551001,11.17694444,-4.3041111110000001,450.0,-3.8630578140028051,4.0
isomap_6551002,11.485277780000001,-3.5225,330.0,-4.1666797207712927,1.0
isomap_6621500,-9.5500000000000007,16.370000000000001,1139.0,-4.4581517423923849,8.0
isomap_6641000,-14.67,17.699999999999999,1348.0,-6.0049402954958495,7.0
isomap_6708301,-18.914722220000002,47.55805556,1295.0,-5.9112903646007595,3.0
isomap_6708500,-18.899999999999999,47.530000000000001,1300.0,-6.2722618266856287,6.0
isomap_6756100,-13.0,28.649999999999999,1331.0,-6.134284700519463,17.0
isomap_6777400,-17.829999999999998,31.02,1471.0,-5.7942636379695598,30.0
isomap_6811000,-22.94805556,17.1525,1685.0,-4.94933414683842,17.0
isomap_6811051,-23.723055559999999,17.798888890000001,1260.0,-6.0992792027519025,1.0
isomap_6826200,-25.73,28.18,1330.0,-3.6695099913771481,23.0
isomap_6881600,-33.969999999999999,18.600000000000001,44.0,-3.3840273656704087,29.0
isomap_6881601,-33.958333330000002,18.461111110000001,105.0,-3.3884369495488906,14.0
isomap_6890600,-40.350000000000001,-9.8800000000000008,54.0,-3.7959328918763053,26.0
isomap_6899400,-46.880000000000003,37.869999999999997,26.0,-4.5836207569635281,27.0
isomap_7002600,71.299999999999997,-156.78,7.0,-21.169055686572687,1.0
isomap_7021900,60.780000000000001,-161.80000000000001,41.0,-11.958167530298766,4.0
isomap_7045400,51.880000000000003,-176.65000000000001,4.0,-8.9787935225112481,5.0
isomap_7107200,76.233333329999994,-119.2833333,15.0,-24.729496310589273,5.0
isomap_7108100,68.786666670000002,-81.25,8.0,-20.934739492829014,5.0
isomap_7108101,72.400000000000006,-78.0,54.0,-25.59288737811411,1.0
isomap_7108200,82.5,-62.333333330000002,62.0,-28.646133050816797,5.0
isomap_7116301,63.520000000000003,-116.0,241.0,-22.546998798501278,2.0
isomap_7121503,49.182299999999998,-119.559,333.0,-13.81423444000289,2.0
isomap_7124000,51.670000000000002,-110.2,707.0,-17.751814359999692,2.0
isomap_7129600,44.229999999999997,-79.769999999999996,251.0,-11.540961527507017,3.0
isomap_7129901,49.380000000000003,-82.120000000000005,245.0,-13.85976676261669,13.0
isomap_7139800,45.369999999999997,-63.270000000000003,40.0,-9.2036871098898914,6.0
isomap_7140801,47.979999999999997,-55.82,22.899999999999999,-9.426163549053916,12.0
isomap_7152700,42.850000000000001,-80.269999999999996,240.0,-9.8373907168128962,6.0
isomap_7156900,50.119999999999997,-104.42,580.0,-14.948838500622335,6.0
isomap_7162800,45.32,-75.670000000000002,114.0,-11.087983474746624,40.0
isomap_7170201,46.289999999999999,-64.150000000000006,39.600000000000001,-10.522468905863933,13.0
isomap_7172000,46.049999999999997,-74.280000000000001,395.0,-12.379243584007936,6.0
isomap_7174800,48.75,-91.620000000000005,393.0,-12.617224338018417,5.0
isomap_7179900,48.649999999999999,-123.43000000000001,20.0,-9.900021623284962,4.0
isomap_7181600,53.32,-60.420000000000002,46.0,-14.946678597830688,17.0
isomap_7182400,49.82,-74.969999999999999,381.10000000000002,-14.083926919343602,13.0
isomap_7185001,49.670000000000002,-93.719999999999999,420.0,-12.700516023236606,13.0
isomap_7185600,50.619999999999997,-96.980000000000004,223.0,-14.676944064084006,5.0
isomap_7186500,51.770000000000003,-104.2,561.0,-15.706358337112354,6.0
isomap_7186601,52.140999999999998,-106.62439999999999,502.0,-15.065483214778537,12.0
isomap_7186700,53.969999999999999,-101.09999999999999,272.0,-16.277407639434703,3.0
isomap_7187701,51.016666669999999,-114.0166667,1049.0,-17.977118996241572,9.0
isomap_7187900,53.57,-113.52,671.0,-16.921370984126746,4.0
isomap_7191300,58.75,-94.060000000000002,5.0,-17.478117333006328,5.0
isomap_7191400,48.780000000000001,-123.13,178.0,-10.935955639229304,12.0
isomap_7191700,80.0,-85.560000000000002,10.0,-26.754158576053236,5.0
isomap_7192400,74.719999999999999,-94.980000000000004,67.0,-23.854754261066962,5.0
isomap_7192500,69.099999999999994,-105.1166667,27.0,-23.300967292154088,5.0
isomap_7193400,60.020000000000003,-111.97,203.0,-18.568667408533788,3.0
isomap_7193401,62.280000000000001,-114.27,205.0,-20.579237361145037,5.0
isomap_7195700,68.299999999999997,-133.4833333,68.0,-23.984826611875501,1.0
isomap_7196400,60.719999999999999,-135.06999999999999,702.0,-21.113294833586313,6.0
isomap_7196401,63.369999999999997,-135.52000000000001,504.0,-19.47117730757925,3.0
isomap_7222071,40.008000000000003,-105.2682583,1660.0,-12.367625802949195,5.0
isomap_7222861,33.217222219999996,-87.543055559999999,65.0,-4.325173808499942,2.0
isomap_7225600,31.620000000000001,-97.219999999999999,156.0,-3.9944234367028404,8.0
isomap_7227401,32.2361,-110.9439,753.0,-7.121880906024816,24.0
isomap_7230400,35.270000000000003,-75.549999999999997,3.0,-4.0518984654197485,7.0
isomap_7237500,35.130000000000003,-111.67,2137.0,-7.573024186299782,9.0
isomap_7239400,34.899999999999999,-120.45,79.0,-5.9654188690174133,6.0
isomap_7252101,40.369999999999997,-81.799999999999997,344.0,-7.5431795413557285,5.0
isomap_7253400,41.780000000000001,-87.75,189.0,-5.8593641607754963,15.0
isomap_7420500,47.670000000000002,-124.48,21.0,-7.6086672056938527,3.0
isomap_7500001,35.0,-48.0,0.0,-2.8885833333333331,4.0
isomap_7622500,28.629999999999999,-106.06999999999999,1423.0,-6.2045801735513031,12.0
isomap_7669200,19.199999999999999,-96.129999999999995,16.0,-4.1619838978715311,10.0
isomap_7801600,32.369999999999997,-64.680000000000007,6.0,-3.4698786527813974,4.0
isomap_7831501,22.464925000000001,-83.565666669999999,34.0,-3.5593596191574255,1.0
isomap_7831502,22.536955559999999,-83.649508330000003,170.0,-2.9575964213307073,1.0
isomap_7832501,23.166666670000001,-82.333333330000002,40.0,-3.0269904595809565,1.0
isomap_7833200,22.71916667,-80.905833329999993,60.0,-1.6367202486812111,1.0
isomap_7833301,22.325555560000002,-81.185277780000007,10.0,-2.5247454609929689,1.0
isomap_7837401,23.050000000000001,-82.216666669999995,137.0,-2.4425494931689311,13.0
isomap_7848601,18.469999999999999,-70.019999999999996,60.0,-3.1402054516344862,6.0
isomap_7852600,18.43,-66.0,4.0,-2.1560560844271377,2.0
isomap_7866300,13.699999999999999,-89.120000000000005,615.0,-6.8612207532631846,10.0
isomap_7870801,14.930855559999999,-88.090230559999995,1511.0,-7.6654243646761948,1.0
isomap_7870802,14.93894444,-88.021450000000002,652.0,-5.5789671010901092,4.0
isomap_7870803,14.972194440000001,-87.974777779999997,922.0,-4.7261813866442539,1.0
isomap_7871701,14.430561109999999,-89.193888889999997,772.0,-5.4271267706729018,1.0
isomap_7872801,13.124166669999999,-86.360277780000004,820.0,-5.8317205369383984,1.0
isomap_7872802,13.03916667,-86.311388890000003,1200.0,-5.2243038566027451,1.0
isomap_7872803,13.068055559999999,-86.396666670000002,974.0,-4.9097706521800557,1.0
isomap_7875501,10.380000000000001,-85.674999999999997,63.0,-6.0711860154673527,1.0
isomap_7875502,9.9666666670000001,-85.666666669999998,15.0,-6.38751640304468,2.0
isomap_7875503,10.31,-85.344999999999999,10.0,-6.8528162157730659,1.0
isomap_7876000,9.9666666670000001,-84.833333330000002,3.0,-8.1724014971835235,1.0
isomap_7876001,9.6899999999999995,-85.109999999999999,160.0,-7.167210055142383,1.0
isomap_7876002,9.6666666669999994,-84.633333329999999,3.0,-7.3887931809582064,1.0
isomap_7876051,9.9833333329999991,-83.849999999999994,3000.0,-10.069462277772859,1.0
isomap_7876052,9.8000000000000007,-84.049999999999997,1735.0,-8.327109456673135,1.0
isomap_7876201,10.108083329999999,-84.122083329999995,2260.0,-8.4098811665123101,2.0
isomap_7876204,9.7833333329999999,-83.716666669999995,900.0,-7.2613403931333895,1.0
isomap_7876701,10.06666667,-83.283333330000005,6.0,-4.2145149845197682,1.0
isomap_7877200,8.9499999999999993,-83.459999999999994,16.0,-7.6019016621537192,1.0
isomap_7877201,8.6400000000000006,-83.166666669999998,15.0,-7.1475924257636567,1.0
isomap_7877401,10.5,-85.530000000000001,22.0,-6.073185680468054,1.0
isomap_7877402,10.59,-85.620000000000005,60.0,-5.7806295574690507,1.0
isomap_7877403,10.766666669999999,-85.319999999999993,825.0,-6.2184196416101898,1.0
isomap_7880600,8.9199999999999999,-79.599999999999994,13.0,-5.2789017858943019,19.0
isomap_7880602,8.9833333329999991,-79.533333330000005,5.0,-4.7544514361882753,2.0
isomap_7895400,13.071761110000001,-59.489722219999997,50.0,-1.5422362121128321,16.0
isomap_8002800,10.880000000000001,-74.780000000000001,14.0,-4.9740620283195449,8.0
isomap_8004401,9.3570720000000005,-75.289167000000006,198.0,-6.0416283856329374,12.0
isomap_8004402,9.5449999999999999,-75.220277780000004,225.0,-8.4395641379287643,1.0
isomap_8008401,7.7898550000000002,-76.650846000000001,30.0,-6.5115963691751935,2.0
isomap_8022200,4.7000000000000002,-74.129999999999995,2547.0,-9.4914530093941707,16.0
isomap_8022201,4.5755305560000004,-74.166524999999993,2665.0,-10.108547889387191,1.0
isomap_8022202,4.9128111109999999,-73.89339167,2800.0,-11.186926703584358,1.0
isomap_8022203,4.6182166670000004,-74.128408329999999,3000.0,-10.517304166255792,1.0
isomap_8022204,4.5013527780000002,-74.290858330000006,3150.0,-11.115399879962565,1.0
isomap_8022205,4.6532499999999999,-74.098941670000002,3250.0,-10.936804070996402,1.0
isomap_8022206,4.4692055560000004,-74.369641669999993,3780.0,-12.983662879011504,1.0
isomap_8022207,4.6938166670000001,-74.028641669999999,2647.0,-6.8824808696642483,1.0
isomap_8022208,4.9787611109999999,-73.965630559999994,2698.0,-9.6110457871132127,1.0
isomap_8025901,3.4405166669999998,-76.001702780000002,3000.0,-12.6072894526987,1.0
isomap_8025902,3.3014361110000001,-76.080444439999994,2100.0,-11.476440169839014,1.0
isomap_8025903,3.3059972219999998,-76.069999999999993,2605.0,-12.007065246820375,1.0
isomap_8025904,3.3300000000000001,-76.129999999999995,1170.0,-10.966303217041279,1.0
isomap_8025905,3.3059972219999998,-76.100002779999997,1550.0,-11.066867198369135,1.0
isomap_8041300,10.25,-67.650000000000006,442.0,-4.2088030249931379,5.0
isomap_8140500,4.8300000000000001,-52.369999999999997,8.0,-2.0216533300826423,6.0
isomap_8140501,4.8300000000000001,-52.369999999999997,400.0,-4.4293525943751186,1.0
isomap_8145707,-19.866666670000001,-69.183333329999996,2880.0,-5.0177545648412059,1.0
isomap_8206701,0.61666666699999995,-69.200000000000003,123.0,-4.9170237655263351,1.0
isomap_8210201,-0.121944444,-67.14916667,74.0,-4.6282592691636868,5.0
isomap_8210600,-0.13,-67.079999999999998,87.0,-4.7156922271817363,5.0
isomap_8219100,-1.4299999999999999,-48.479999999999997,24.0,-2.7069431495710976,20.0
isomap_8219101,-1.4299999999999999,-48.479999999999997,24.0,-3.1541376216338204,1.0
isomap_8224401,-2.4333333330000002,-54.716666670000002,46.0,-5.4111126566548258,1.0
isomap_8233100,-3.1200000000000001,-60.020000000000003,72.0,-5.3833360246487301,12.0
isomap_8233101,-3.1200000000000001,-60.020000000000003,72.0,-5.1453015660174684,1.0
isomap_8239700,-3.7200000000000002,-38.549999999999997,27.0,-2.4502985919441662,10.0
isomap_8259800,-5.7999999999999998,-35.200000000000003,8.0,-2.1030515917217789,8.0
isomap_8260001,-5.9752777779999997,-39.606388889999998,555.0,-4.1306785232711931,1.0
isomap_8278903,-8.5870138889999996,-38.577358330000003,320.0,-2.4913344599934395,2.0
isomap_8282500,-8.7699999999999996,-63.920000000000002,105.0,-6.7105573480796465,6.0
isomap_8291500,-9.9800000000000004,-67.819999999999993,136.0,-5.5645912250915073,1.0
isomap_8322900,-13.0,-38.520000000000003,45.0,-1.6490318947734806,10.0
isomap_8336101,-15.6,-56.100000000000001,165.0,-5.489512917429435,13.0
isomap_8337800,-15.85,-47.93,1061.0,-5.5125244588015967,8.0
isomap_8358301,-19.87086111,-43.967333330000002,857.0,-6.545397144466528,6.0
isomap_8361201,-20.469999999999999,-54.670000000000002,572.0,-6.3783387023066309,3.0
isomap_8374300,-22.899999999999999,-43.170000000000002,26.0,-4.3064008030847551,12.0
isomap_8374701,-22.399287999999999,-47.543742999999999,614.49694,-4.9663783102423666,2.0
isomap_8396700,-30.079999999999998,-51.18,7.0,-4.6791380645581615,14.0
isomap_8400101,-0.69444444400000005,-90.325000000000003,194.0,-2.2535304766585682,13.0
isomap_8401800,0.96666666700000003,-79.633333329999999,30.0,-4.8475519658898492,1.0
isomap_8404400,-0.37,-78.549999999999997,3058.0,-11.446668059800237,14.0
isomap_8406300,0.083333332999999996,-76.866666670000001,297.0,-6.4763766150439563,1.0
isomap_8407301,-0.16666666699999999,-78.483333329999994,2789.0,-12.256959634433347,13.0
isomap_8408801,-0.31666666700000001,-78.966666669999995,850.0,-6.2914502764701501,1.0
isomap_8408802,0.104722222,-79.283333330000005,360.0,-5.667742798737919,1.0
isomap_8408803,-0.37777777800000001,-78.141666670000006,3150.0,-10.914696053449262,1.0
isomap_8423900,-2.8833333329999999,-78.983333329999994,2510.0,-11.832222777914533,1.0
isomap_8423901,-2.6000000000000001,-78.566666670000004,1720.0,-8.9292590289619529,1.0
isomap_8423902,-2.7166666670000001,-78.333333330000002,665.0,-7.1701010679571056,1.0
isomap_8424800,-3.25,-79.983333329999994,6.0,-3.6731539311328496,1.0
isomap_8424801,-3.3222222220000002,-79.599999999999994,290.0,-4.5450044170491495,2.0
isomap_8424802,-3.4916666670000001,-80.066666670000004,20.0,-2.7893483826088108,1.0
isomap_8424804,-3.8827777779999999,-80.081666670000004,280.0,-3.9307305551060345,2.0
isomap_8424805,-3.6299999999999999,-80.001388890000001,120.0,-4.4176892540639532,1.0
isomap_8437701,-3.823991667,-73.377425000000002,98.0,-6.0140090099122059,4.0
isomap_8440501,-4.6338888889999996,-79.716388890000005,2727.0,-10.777782758243053,2.0
isomap_8457001,-11.40438889,-76.325055559999996,4477.0,-15.259753605150053,5.0
isomap_8473505,-15.55555556,-69.982222219999997,3840.0,-19.866969116806253,1.0
isomap_8473506,-15.762499999999999,-69.691666670000004,3820.0,-17.6121079599985,1.0
isomap_8476006,-15.955555560000001,-69.218055559999996,3812.0,-17.835710006036027,1.0
isomap_8515201,-15.58006389,-67.258552780000002,395.0,-6.8247875491636947,2.0
isomap_8515202,-15.832338890000001,-67.566119439999994,600.0,-7.5875668038553936,2.0
isomap_8520100,-16.49968333,-68.170155559999998,4080.0,-14.285663402767426,2.0
isomap_8520101,-16.49888889,-68.123055559999997,3635.0,-14.577292873525488,11.0
isomap_8520102,-16.335000000000001,-68.042852780000004,4650.0,-14.399545973849197,2.0
isomap_8520103,-16.346,-68.120000000000005,5200.0,-16.006205182062065,2.0
isomap_8520104,-16.325800000000001,-67.921072219999999,4040.0,-13.681397042490392,2.0
isomap_8520105,-16.297738890000002,-67.802449999999993,3100.0,-11.187395743306334,2.0
isomap_8520106,-16.23433889,-67.785716669999999,2200.0,-9.4106451166264709,2.0
isomap_8520107,-16.18825833,-67.726783330000004,1700.0,-8.9063289142073412,2.0
isomap_8520108,-16.033055560000001,-67.629999999999995,790.0,-7.9135547519790599,2.0
isomap_8524200,-17.974720000000001,-67.079999999999998,3718.0,-15.851289479003405,4.0
isomap_8524201,-19.650279999999999,-67.669439999999994,3719.0,-17.340669845784838,1.0
isomap_8524202,-18.35361,-67.115560000000002,3607.0,-18.957324517077776,1.0
isomap_8529301,-20.973099999999999,-66.331890000000001,4340.0,-14.479853113261781,4.0
isomap_8529302,-20.67652,-66.637969999999996,3674.0,-14.180089336317639,4.0
isomap_8529303,-19.23,-66.959720000000004,3780.0,-16.719637663509761,3.0
isomap_8529304,-20.903880000000001,-67.761259999999993,3663.0,-13.512986866827235,4.0
isomap_8534500,-21.254280000000001,-63.4069,395.0,-6.5884345079469844,2.0
isomap_8536400,-21.540220000000001,-64.698459999999997,1884.0,-8.0882546175609669,2.0
isomap_8536401,-21.503029999999999,-64.170479999999998,1261.0,-7.0765946767453798,2.0
isomap_8536402,-21.438459999999999,-65.715190000000007,2974.0,-11.048772768761996,2.0
isomap_8546900,-27.170000000000002,-109.43000000000001,41.0,-2.2149366830617931,23.0
isomap_8548800,-29.89805556,-71.242500000000007,146.0,-5.7079535667735088,6.0
isomap_8557700,-33.450000000000003,-70.700000000000003,520.0,-8.2701777338365297,11.0
isomap_8558500,-33.619999999999997,-78.829999999999998,6.0,-3.0623567301890833,1.0
isomap_8567200,-36.639499999999998,-72.091986109999993,147.0,-7.2455105829717992,3.0
isomap_8568200,-36.79744444,-73.033333330000005,11.0,-3.9826964044470872,1.0
isomap_8574300,-38.732638889999997,-72.589222219999996,114.0,-7.8616225665899053,2.0
isomap_8580100,-41.469999999999999,-72.930000000000007,13.0,-6.7539400088786676,17.0
isomap_8585800,-33.05536111,-71.603611110000003,41.0,-6.1047735566251804,3.0
isomap_8586400,-45.350000000000001,-72.069999999999993,310.0,-11.354656267472587,10.0
isomap_8593400,-53.0,-70.510000000000005,37.0,-8.5344267342673188,14.0
isomap_8621700,-25.27,-57.630000000000003,65.0,-6.168197599920596,1.0
isomap_8655000,-34.350000000000001,-56.710000000000001,41.0,-4.7238316688408784,1.0
isomap_8655001,-34.633575,-56.616824999999999,33.0,-3.1211273296899331,1.0
isomap_8658501,-34.904166670000002,-56.166666669999998,37.0,-5.4151736622770059,3.0
isomap_8704601,-23.75,-65.5,2400.0,-8.5586778865367474,1.0
isomap_8704700,-24.780000000000001,-65.400000000000006,1187.0,-5.8990504961222943,5.0
isomap_8704701,-24.109999999999999,-65.189999999999998,1300.0,-6.2085520666676883,3.0
isomap_8712101,-26.81666667,-65.216666669999995,430.0,-4.6574774005755195,1.0
isomap_8712900,-27.780000000000001,-64.269999999999996,187.0,-3.9978740853514805,1.0
isomap_8716600,-27.469999999999999,-58.829999999999998,55.0,-7.1905970761035363,2.0
isomap_8725701,-30.920000000000002,-62.670000000000002,72.0,-5.0579007004392889,1.0
isomap_8734501,-30.579999999999998,-64.579999999999998,900.0,-5.7170579036992173,4.0
isomap_8737401,-31.75,-60.729999999999997,16.0,-5.4894733967903075,4.0
isomap_8742000,-32.880000000000003,-68.849999999999994,827.0,-5.3496291688417017,4.0
isomap_8742001,-34.030000000000001,-67.969999999999999,572.0,-5.2414480317565122,3.0
isomap_8745301,-33.110119439999998,-64.249183329999994,435.0,-5.0645917830635954,4.0
isomap_8755000,-38.469999999999999,-62.159999999999997,5.0,-5.3376527844533221,3.0
isomap_8757601,-34.380000000000003,-58.280000000000001,5.0,-5.5268085212854734,21.0
isomap_8758500,-34.579999999999998,-58.479999999999997,24.0,-3.5203699230061907,1.0
isomap_8758501,-34.57,-58.549999999999997,2.0,-4.0063878957574079,2.0
isomap_8762401,-37.32,-64.329999999999998,150.0,-7.0955526921951213,1.0
isomap_8764101,-36.799999999999997,-59.829999999999998,137.0,-5.7573694887498812,4.0
isomap_8776501,-41.149999999999999,-71.329999999999998,790.0,-12.390449693906163,4.0
isomap_8782801,-42.479999999999997,-65.049999999999997,100.0,-7.6462375584087834,2.0
isomap_8793800,-54.780000000000001,-68.280000000000001,10.0,-11.095006625177129,18.0
isomap_8889000,-51.700000000000003,-57.869999999999997,51.0,-7.922552782155166,8.0
isomap_8902200,-75.583333330000002,-20.56666667,30.0,-21.991843299347824,46.0
isomap_8905600,-62.119999999999997,-58.560000000000002,9.0,-11.299999999999997,1.0
isomap_8906200,-67.569999999999993,-68.129999999999995,5.0,-12.519001748251744,13.0
isomap_8906300,-65.079444440000003,-63.977499999999999,20.0,-10.478421644326049,47.0
isomap_9000001,31.0,164.0,0.0,-3.9263246753246754,7.0
isomap_9106600,28.219999999999999,-177.37,13.0,-2.6721949850821982,22.0
isomap_9121700,13.550000000000001,144.83000000000001,110.0,-5.0004947000715072,8.0
isomap_9124500,19.280000000000001,166.65000000000001,3.0,-1.8945611367587822,10.0
isomap_9127500,16.73,-169.52000000000001,2.0,-2.4548434024923083,8.0
isomap_9128500,19.719999999999999,-155.06999999999999,9.0,-2.2272509060096981,6.0
isomap_9133400,7.4699999999999998,151.84999999999999,2.0,-5.3281250286980528,7.0
isomap_9141300,9.4900000000000002,138.09,23.0,-5.4807984135949823,8.0
isomap_9149000,1.98,-157.46000000000001,3.0,-2.3444404335665272,3.0
isomap_9161000,1.3500000000000001,172.91999999999999,4.0,-6.2486072467361735,1.0
isomap_9170000,-2.77,-171.72,2.0,-1.5969729243719761,4.0
isomap_9176200,-13.800000000000001,-171.78,2.0,-4.3618621987808401,8.0
isomap_9184300,-21.199999999999999,-159.80000000000001,6.0,-4.5014389886667265,10.0
isomap_9301100,-35.07,173.28,76.0,-5.4600198814085585,19.0
isomap_933,52.200000000000003,-106.7,504.0,-15.172631003825339,10.0
isomap_935,51.770000000000003,36.170000000000002,247.0,-8.9208095275884851,5.0
isomap_9384400,-46.420000000000002,168.31999999999999,2.0,-6.9783516826978227,23.0
isomap_9401400,-5.2199999999999998,145.80000000000001,4.0,-7.8380103172423903,8.0
isomap_941,54.619999999999997,113.13,995.0,-9.8801825596713702,4.0
isomap_9412000,-12.43,130.87,26.0,-5.2623698799642424,25.0
isomap_9432600,-23.800000000000001,133.88,546.0,-5.4845385547898493,14.0
isomap_944,52.969999999999999,158.75,24.0,-13.439723100442084,5.0
isomap_945,45.030000000000001,136.66999999999999,68.0,-5.6299395702841899,2.0
isomap_9457600,-27.43,153.08000000000001,4.0,-3.9658624890728431,25.0
isomap_9460800,-31.949999999999999,115.97,17.0,-3.8847753127771671,9.0
isomap_9460801,-31.949999999999999,115.78,25.0,-4.2825591953737412,14.0
isomap_9467500,-34.93,138.58000000000001,43.0,-4.4964379275187563,8.0
isomap_9486800,-37.82,144.97,28.0,-5.0287431957861957,21.0
isomap_9495400,-40.68,144.69,90.0,-4.0549045239456181,16.0
isomap_9648101,4.3216666669999997,117.8705556,75.0,-8.1005750064035009,1.0
isomap_9648102,4.3213888889999996,117.9405556,240.0,-8.1913372332631127,1.0
isomap_9648103,4.3319999999999999,117.977,588.0,-8.8394745295790944,1.0
isomap_9648104,4.359,117.986,180.0,-7.94408818874685,1.0
isomap_9648105,4.3490000000000002,117.998,150.0,-6.5279303922613003,1.0
isomap_9648106,4.3170000000000002,118.121,15.0,-7.8797031234772437,1.0
isomap_9648107,4.4630000000000001,117.923,844.0,-8.9457382757219488,1.0
isomap_9648108,4.4269999999999996,117.9086111,360.0,-7.8952269032915394,1.0
isomap_9648109,4.399,117.887,285.0,-8.0763479070117903,1.0
isomap_9648110,4.3730000000000002,117.893,225.0,-7.9858977368558648,1.0
isomap_9648111,4.3908333329999998,118.0361111,180.0,-7.5825971409235517,1.0
isomap_9648112,4.3783333329999996,117.99250000000001,285.0,-8.0682275039907712,1.0
isomap_9674500,-6.1799999999999997,106.83,8.0,-5.6811702302779139,16.0
isomap_9674502,-6.1500000000000004,106.8,10.0,-5.9739793199599385,1.0
isomap_9674503,-6.2891666669999999,106.67141669999999,45.0,-5.7585566161667092,1.0
isomap_9769800,-2.5299999999999998,140.72,3.0,-5.2537277753323766,23.0
isomap_9842900,14.52,121.0,14.0,-6.1799474393764813,3.0
isomap_9842901,14.640000000000001,121.04000000000001,42.0,-6.1113720784093228,10.0
isomap_9844401,13.029999999999999,123.92,600.0,-5.5635155113031196,3.0
isomap_9844402,13.07,123.91,285.0,-5.206833675759273,3.0
isomap_9844404,13.06,123.93000000000001,520.0,-5.8302159471928903,2.0
isomap_9844405,13.050000000000001,123.97,475.0,-5.34999155708842,3.0
isomap_9844406,13.029999999999999,123.94,731.0,-5.9704792520435443,2.0
isomap_9844407,13.01,123.95999999999999,220.0,-6.1837237721053757,1.0
isomap_9855002,11.109999999999999,124.65000000000001,420.0,-6.8761142255065,1.0
isomap_9855004,11.119999999999999,124.62,200.0,-7.0079109161553141,1.0
isomap_9855005,11.18,124.66,800.0,-7.2497446223821331,1.0
isomap_9855006,11.130000000000001,124.66,850.0,-7.243225394167208,1.0
isomap_9864201,9.2799999999999994,123.15000000000001,1096.0,-6.9789605131150303,2.0
isomap_9864202,9.2899999999999991,123.17,827.0,-7.9229850913969644,1.0
isomap_9864203,9.3100000000000005,123.2,350.0,-8.0166576173778594,1.0
isomap_9864204,9.2925500000000003,123.1759167,769.0,-6.671352337292884,2.0
isomap_9875301,7.0199999999999996,125.23,1265.0,-9.0599518368978558,1.0
isomap_9875302,7.04,125.19,740.0,-8.7310327693593965,2.0
isomap_9875303,6.9900000000000002,125.23999999999999,1695.0,-8.3401002651487417,1.0
isomap_9875304,7.0,125.25,1716.0,-8.4870769149691601,1.0
AgassizIceCap,80.700000000000003,-73.099999999999994,1730.0,-30.470600678185047,17.0
AntarcticSS_002,-78.469999999999999,106.8,3488.0,-57.200000000000003,146.0
AntarcticSS_004,-75.099999999999994,123.34999999999999,3233.0,-50.329999999999998,146.0
AntarcticSS_005,-74.099999999999994,97.450000000000003,3499.0,-51.060000000000002,180.0
AntarcticSS_006,-66.769999999999996,112.81,1379.0,-21.66,13.0
AntarcticSS_007,-66.719999999999999,112.81,1270.0,-20.489999999999998,10.0
AntarcticSS_491,-78.310000000000002,-46.270000000000003,720.0,-25.5,640.0
AntarcticSS_492,-79.620000000000005,-45.719999999999999,890.0,-28.300000000000001,1200.0
AntarcticSS_494,-72.370000000000005,158.75,2246.0,-35.979999999999997,35.0
AntarcticSS_495,-85.25,166.16999999999999,2700.0,-42.539999999999999,88.0
AntarcticSS_497,-70.590000000000003,-60.93,82.0,-19.48,86.0
AntarcticSS_499,-75.920000000000002,-84.25,1054.0,-29.260000000000002,85.0
AntarcticSurfac,-77.079999999999998,94.920000000000002,3650.0,-55.219999999999999,137.0
CampCentury,77.170000000000002,-61.130000000000003,1885.0,-30.212378174330816,16.0
DasuopuGlacier,28.379999999999999,85.719999999999999,7200.0,-17.862424889431139,35.899999999999999
EclipseIceField,60.07,-151.16999999999999,2970.0,-25.733672439095983,46.600000000000001
GRIP_GISP2,72.599999999999994,-38.5,3200.0,-34.931310547072513,27.100000000000001
